,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
37313,25,0,117833,2,13,0,3,1,0,1,0,1876,40,0,0
37314,46,0,249686,8,15,3,3,1,0,0,0,0,50,0,1
37315,44,2,219591,1,10,1,4,0,0,0,0,0,40,0,0
37316,25,0,221757,0,9,1,7,0,0,0,0,0,40,0,0
37317,30,0,80625,2,13,0,0,1,0,0,0,0,40,0,0
37318,54,0,185407,2,13,1,0,0,0,0,0,0,60,0,1
37319,34,0,163110,2,13,1,4,0,0,0,0,0,45,0,1
37321,30,0,159187,2,13,1,3,0,0,0,0,1902,55,0,1
37322,21,0,100462,4,11,0,0,2,0,1,2174,0,60,0,0
37323,27,0,192936,2,13,0,3,1,0,1,0,0,40,0,0
37324,29,0,145011,1,10,0,4,2,0,0,0,0,40,0,0
37325,60,5,181196,1,10,1,0,0,0,0,0,0,40,0,1
37326,36,2,37778,3,14,1,6,0,0,0,0,0,70,0,0
37327,27,0,60288,3,14,0,2,2,0,1,0,0,40,0,0
37328,57,2,84231,1,10,1,5,0,0,0,0,0,48,0,0
37329,24,0,52028,6,2,1,5,2,2,1,0,0,5,23,0
37330,63,0,318763,1,10,2,4,3,0,0,0,0,22,0,0
37331,29,0,168138,2,13,1,11,0,0,0,0,0,40,0,1
37332,34,0,113530,2,13,1,0,0,0,0,0,0,40,0,0
37333,27,0,321896,0,9,0,5,1,0,0,0,0,40,0,0
37334,31,0,145791,4,11,2,10,3,0,1,0,0,40,0,0
37335,31,0,131425,2,13,1,4,0,0,0,0,0,40,0,0
37336,55,0,145214,1,10,2,1,3,0,1,4650,0,20,0,0
37337,64,1,142166,0,9,1,4,0,0,0,0,0,99,0,0
37338,20,0,494784,0,9,0,2,5,1,1,0,0,35,0,0
37339,44,2,172479,0,9,1,6,0,0,0,15024,0,60,0,1
37340,35,0,184655,5,7,2,8,1,0,0,0,0,50,0,0
37341,41,1,26669,1,10,2,0,1,0,1,0,0,40,0,0
37342,38,0,191479,1,10,2,0,2,1,1,0,0,40,0,0
37344,64,3,111795,2,13,1,4,0,0,0,0,0,45,0,1
37345,42,0,242564,14,4,0,9,1,1,0,0,2205,40,0,0
37346,31,0,364657,1,10,1,0,0,0,0,0,0,50,16,1
37347,42,2,436107,13,12,1,8,0,0,0,0,0,50,0,0
37348,35,0,272476,13,12,1,5,4,0,1,0,0,35,0,1
37349,36,4,47310,1,10,2,0,3,1,1,0,0,40,0,1
37350,23,0,283796,10,8,0,7,5,0,0,0,0,30,1,0
37351,20,0,161092,1,10,0,1,2,0,0,0,0,14,0,0
37352,26,1,265230,2,13,0,3,1,1,1,0,0,40,0,0
37353,56,4,61885,2,13,0,8,1,1,0,0,2001,65,0,0
37354,40,0,150471,13,12,2,5,1,0,1,0,0,40,0,0
37355,19,0,183041,5,7,0,9,2,0,0,0,0,24,0,0
37356,33,0,176673,0,9,0,7,1,1,1,0,0,40,0,0
37357,45,4,235891,13,12,0,1,1,0,0,0,0,40,12,0
37358,41,0,163287,0,9,1,3,0,0,0,7688,0,43,0,1
37359,29,0,164040,0,9,1,5,0,0,0,0,0,40,0,0
37360,46,1,324561,3,14,1,3,4,0,1,0,0,45,0,1
37361,48,0,99127,13,12,1,8,0,0,0,0,0,45,0,0
37362,38,0,334999,0,9,1,2,0,0,0,0,0,45,0,0
37363,29,0,543477,1,10,0,1,2,1,1,0,0,40,0,0
37364,35,0,65876,0,9,1,4,0,0,0,0,0,40,0,0
37365,59,1,105866,2,13,1,11,0,1,0,0,0,30,0,0
37366,27,0,214858,0,9,1,5,2,0,0,0,0,40,0,0
37367,43,0,154076,1,10,1,9,0,0,0,0,0,40,0,1
37368,70,0,280307,2,13,1,0,0,0,0,0,0,20,15,0
37369,30,0,97723,0,9,0,7,2,0,0,0,0,45,0,0
37370,24,0,233499,1,10,1,8,0,0,0,0,0,40,0,1
37371,76,1,259612,0,9,1,11,0,0,0,0,0,15,0,0
37372,25,0,236977,0,9,3,4,2,0,0,0,0,40,1,0
37373,39,0,347814,13,12,0,5,2,0,1,0,0,56,0,0
37374,36,1,197495,2,13,2,3,3,1,1,0,0,40,0,0
37375,23,0,227594,10,8,0,7,2,0,1,0,0,40,0,0
37376,60,0,165441,14,4,2,7,3,0,1,0,0,40,0,0
37378,54,0,167552,6,2,1,4,0,1,0,0,0,40,27,1
37379,20,0,396722,1,10,0,2,1,0,1,0,0,40,0,0
37380,22,4,146538,0,9,0,1,2,0,0,0,0,40,0,0
37381,24,0,51973,2,13,0,3,2,0,1,0,0,20,0,0
37382,41,0,144778,0,9,1,4,0,0,0,0,0,40,0,0
37383,35,0,169672,1,10,1,4,0,0,0,0,0,40,0,0
37384,23,0,240137,12,3,0,9,1,0,0,0,0,55,1,0
37385,54,3,103179,9,16,1,0,0,0,0,0,1902,50,0,1
37386,17,0,172050,5,7,0,9,2,0,0,0,0,16,0,0
37387,43,0,178976,0,9,0,1,3,0,1,0,0,40,0,0
37388,33,0,176185,10,8,2,4,1,0,0,0,2258,42,0,0
37390,38,4,172571,1,10,2,1,1,0,0,0,0,40,0,1
37391,54,2,226735,0,9,1,5,0,1,0,0,0,45,0,0
37392,39,0,148015,0,9,0,7,1,1,1,0,0,52,0,0
37393,32,0,199529,1,10,3,10,1,4,0,0,1980,40,0,0
37394,61,1,35001,14,4,1,1,0,0,0,2885,0,40,0,0
37396,22,0,88126,2,13,0,0,2,0,0,0,0,40,0,0
37397,34,0,226296,0,9,1,5,0,0,0,0,0,40,0,1
37398,18,0,452452,11,6,0,12,2,1,1,0,0,20,0,0
37399,20,0,378546,0,9,0,4,2,0,0,0,0,25,0,0
37400,53,4,186087,0,9,2,10,3,0,0,0,0,40,0,0
37401,32,0,27856,1,10,0,1,1,0,1,0,0,40,0,0
37402,68,2,234859,1,10,1,5,0,0,0,0,0,30,0,0
37403,28,0,71733,1,10,3,5,3,0,1,0,0,15,0,0
37404,28,0,207473,1,10,1,8,0,0,0,0,0,40,13,0
37405,54,0,179291,1,10,1,3,0,1,0,0,0,56,27,1
37408,25,0,209286,1,10,1,4,0,0,0,0,0,40,0,0
37409,30,0,122889,3,14,1,3,0,2,0,0,0,50,31,1
37410,33,0,112358,1,10,0,5,1,0,0,0,0,32,0,0
37411,49,0,176341,2,13,0,10,3,2,1,0,0,40,31,0
37412,58,0,247276,14,4,4,5,1,3,1,0,0,30,0,0
37413,45,0,276087,4,11,1,3,0,0,0,0,0,24,0,1
37414,67,0,257557,14,4,1,8,0,1,0,10566,0,40,0,0
37416,69,5,106395,0,9,1,5,0,0,0,0,0,40,0,1
37417,61,0,167138,0,9,2,0,1,0,1,0,0,40,0,0
37418,34,0,213887,1,10,1,4,0,0,0,0,0,40,0,0
37419,28,0,185647,1,10,1,4,0,0,0,0,0,45,0,0
37420,19,0,143360,0,9,0,7,2,0,1,0,0,34,0,0
37421,31,2,176862,1,10,1,4,0,0,0,0,0,40,0,0
37422,32,4,97614,1,10,0,0,1,0,0,0,0,40,0,0
37424,53,0,196763,13,12,0,0,1,0,1,0,0,60,0,0
37425,46,0,306183,0,9,0,1,3,0,1,0,0,37,0,0
37426,43,2,343061,14,4,1,6,0,0,0,4508,0,40,15,0
37428,39,0,348521,1,10,1,6,0,0,0,0,2415,99,0,1
37429,59,0,195835,14,4,2,8,1,0,0,0,0,40,0,0
37430,19,0,106273,1,10,0,2,2,0,1,0,0,38,0,0
37431,40,0,222756,1,10,1,7,0,0,0,0,0,40,0,1
37432,63,5,110610,11,6,1,6,0,0,0,0,0,50,0,0
37434,46,0,247286,1,10,2,2,3,0,1,0,0,40,0,0
37435,22,0,219042,11,6,0,7,3,0,0,0,0,40,0,0
37436,36,0,224566,13,12,0,3,1,0,0,0,1669,45,0,0
37437,57,0,204751,1,10,1,4,0,0,0,0,0,40,0,1
37438,58,0,113398,0,9,0,5,5,0,0,0,0,25,0,0
37440,59,0,258579,1,10,1,8,0,0,0,3103,0,35,0,1
37441,36,0,162424,0,9,1,4,0,0,0,0,0,45,0,0
37442,29,0,263005,3,14,1,0,0,0,0,0,0,45,16,0
37443,49,5,26502,2,13,2,3,3,0,0,6497,0,45,0,0
37444,42,0,369131,13,12,1,2,0,0,0,0,0,55,0,1
37445,43,1,114859,1,10,1,8,0,0,0,0,0,17,0,0
37446,46,0,405309,0,9,1,0,0,0,0,0,0,40,0,0
37447,43,1,323627,1,10,0,0,1,0,1,0,0,12,0,0
37448,40,0,106698,13,12,2,8,3,0,1,0,0,40,0,0
37449,43,0,51506,10,8,1,8,0,0,0,0,0,40,0,0
37450,48,0,117251,0,9,4,1,1,0,1,0,0,32,0,0
37451,26,0,106705,0,9,0,9,2,1,0,0,0,28,0,0
37452,30,0,217296,4,11,1,1,4,0,1,0,0,35,0,0
37453,58,0,34788,1,10,1,2,0,0,0,0,1887,40,0,1
37454,43,0,143368,0,9,2,6,1,1,0,0,0,40,0,0
37455,53,1,86600,0,9,1,5,0,1,0,0,0,40,0,0
37456,74,3,117017,1,10,3,2,1,0,0,0,0,16,0,0
37458,45,0,55720,2,13,1,3,0,0,0,0,0,40,0,1
37459,32,3,481096,12,3,0,7,2,0,1,0,0,10,0,0
37461,38,0,186145,1,10,1,2,4,0,1,0,0,40,0,1
37462,42,2,96524,2,13,1,2,0,0,0,0,0,40,0,1
37463,24,1,187397,1,10,0,11,3,3,0,1151,0,40,0,0
37464,63,0,181153,0,9,1,2,0,0,0,0,0,35,0,0
37465,25,1,375170,1,10,0,1,2,1,1,0,0,35,0,0
37466,37,0,360743,1,10,1,4,0,1,0,0,0,40,0,0
37467,28,2,420054,0,9,1,4,0,0,0,0,0,40,7,0
37468,31,0,137681,1,10,1,5,0,0,0,0,0,40,0,0
37469,46,0,28419,8,15,1,3,0,0,0,99999,0,50,0,1
37470,44,0,101214,2,13,2,2,3,0,0,0,0,44,0,1
37471,42,1,213019,3,14,0,3,1,0,1,0,0,40,0,1
37472,45,0,207540,9,16,3,0,3,0,0,0,0,40,0,1
37473,52,0,145333,2,13,2,2,1,0,0,0,0,60,0,0
37474,40,0,107306,2,13,1,0,0,0,0,0,0,40,0,1
37475,26,0,195327,0,9,0,2,2,0,0,0,0,40,0,0
37477,17,0,175465,11,6,0,5,2,0,1,0,0,14,0,0
37478,27,0,197905,1,10,1,5,0,0,0,0,0,40,0,0
37479,71,5,118119,1,10,1,0,0,0,0,20051,0,50,0,1
37480,35,0,172571,2,13,1,3,0,0,0,0,0,50,0,0
37481,17,0,25051,11,6,0,5,2,0,0,0,0,16,0,0
37482,26,0,210714,0,9,1,8,0,0,0,0,0,52,0,1
37483,22,0,183083,1,10,0,7,1,0,1,0,0,35,0,0
37484,51,0,99185,2,13,1,0,0,0,0,0,0,60,0,1
37485,33,0,283921,1,10,1,4,0,0,0,0,0,40,0,0
37486,41,1,396467,13,12,1,0,0,1,0,0,0,50,0,1
37487,50,0,158680,3,14,1,0,0,0,0,0,0,50,0,1
37488,26,0,202091,0,9,1,1,4,0,1,0,0,40,0,0
37489,21,0,285127,0,9,0,9,1,1,1,0,0,40,0,0
37490,53,0,218630,0,9,1,7,0,0,0,0,0,40,0,1
37491,32,5,99309,0,9,1,0,0,0,0,0,0,40,0,1
37492,19,0,165505,1,10,0,2,2,0,1,0,0,20,0,0
37493,22,0,122272,2,13,0,1,2,0,1,0,0,35,0,0
37494,58,0,147707,0,9,1,0,0,0,0,15024,0,60,0,1
37495,47,4,44257,2,13,5,0,1,0,0,0,0,60,0,1
37496,51,5,194995,1,10,1,0,0,0,0,0,0,45,0,1
37497,42,3,345969,2,13,1,0,0,0,0,0,0,48,0,1
37498,28,0,31842,2,13,0,0,2,0,0,0,0,40,0,0
37499,29,0,143582,0,9,1,1,4,2,1,0,0,35,23,0
37500,50,0,161438,0,9,1,0,0,0,0,0,0,50,0,1
37501,22,0,317019,1,10,0,5,1,0,1,0,0,30,0,0
37502,47,2,158451,1,10,2,5,1,0,1,0,0,45,0,0
37503,60,0,225883,1,10,4,2,3,0,1,0,0,27,0,0
37504,46,2,176319,0,9,1,2,2,0,1,7298,0,40,0,1
37505,58,5,258883,2,13,1,3,0,0,0,0,0,60,0,1
37506,62,0,26966,1,10,4,1,1,0,1,0,0,40,0,0
37508,59,0,35411,0,9,4,7,1,0,1,0,0,40,0,0
37509,41,0,190885,0,9,3,5,3,0,1,0,0,40,1,0
37510,31,0,182162,0,9,1,1,4,0,1,0,0,37,0,0
37511,18,0,352640,0,9,0,1,2,0,1,0,0,40,0,0
37512,64,2,213945,0,9,1,4,0,0,0,0,0,50,0,0
37513,51,2,135102,0,9,1,8,0,0,0,0,0,65,0,0
37514,47,2,102583,2,13,0,2,1,0,0,0,0,35,0,0
37515,68,0,225612,2,13,4,2,1,0,0,0,0,35,0,1
37516,32,0,241802,0,9,1,5,4,3,1,0,0,40,0,0
37517,39,0,347434,15,5,1,9,0,0,0,0,0,43,1,0
37518,37,0,305259,13,12,2,0,1,0,1,0,0,48,0,0
37519,29,0,140830,0,9,0,5,2,0,1,0,0,40,0,0
37520,44,0,291568,0,9,1,6,0,3,0,0,0,40,0,0
37521,46,0,203067,8,15,1,3,0,0,0,0,0,40,0,1
37522,40,2,155106,15,5,1,4,0,0,0,0,0,40,0,1
37525,52,1,100226,2,13,1,1,4,0,1,0,0,40,0,1
37526,40,0,63503,2,13,1,0,0,0,0,0,0,40,0,1
37527,61,0,95929,15,5,2,5,1,0,0,0,0,40,0,0
37528,30,0,187618,0,9,1,0,0,0,0,0,0,50,0,0
37529,61,2,92178,5,7,1,5,0,0,0,0,0,40,0,0
37530,33,0,220362,4,11,1,8,0,0,0,0,0,84,0,1
37531,32,1,209900,2,13,1,3,0,0,0,0,0,65,0,1
37532,32,0,272376,13,12,0,1,1,0,1,0,0,40,0,0
37533,32,2,173854,2,13,2,3,5,0,0,0,0,35,0,1
37534,37,0,278924,0,9,2,2,1,0,0,0,0,40,0,0
37535,53,0,324568,5,7,1,4,0,0,0,0,0,45,0,0
37536,51,5,124963,3,14,1,2,0,0,0,0,0,40,0,1
37537,29,0,211299,4,11,0,2,1,1,0,0,0,45,0,0
37538,48,0,192791,0,9,1,7,0,0,0,0,0,40,0,0
37539,69,0,182862,0,9,0,8,1,0,0,15831,0,40,0,1
37540,28,0,46868,3,14,0,10,1,0,1,0,0,40,0,0
37541,55,1,31365,2,13,4,3,1,0,1,0,0,40,0,1
37542,45,0,148171,4,11,1,4,0,0,0,15024,0,40,0,1
37543,18,0,142647,1,10,0,5,2,0,1,0,0,20,0,0
37544,60,0,116230,14,4,1,4,0,0,0,0,0,40,0,0
37546,19,0,495982,1,10,0,1,2,0,0,0,0,10,0,0
37547,18,0,334026,5,7,0,4,2,0,0,0,0,25,0,0
37548,33,0,268571,1,10,1,5,0,0,0,0,0,40,0,0
37549,33,0,213813,1,10,2,10,3,0,1,0,0,40,0,0
37550,29,0,241667,3,14,0,3,1,0,1,0,0,45,0,0
37551,37,0,160920,1,10,1,2,0,0,0,0,0,45,0,0
37552,50,0,107265,0,9,1,8,0,0,0,0,0,50,0,1
37554,28,0,129460,11,6,4,1,3,0,1,0,2238,35,0,0
37556,23,0,167424,1,10,0,5,2,0,1,0,0,35,0,0
37557,47,0,270079,14,4,1,4,0,0,0,0,0,40,0,0
37558,21,0,325923,1,10,0,10,2,0,0,0,0,35,0,0
37559,19,0,194905,1,10,0,5,2,0,1,0,0,12,0,0
37560,47,1,183486,2,13,1,3,4,0,1,0,0,50,0,1
37561,36,4,153066,3,14,1,3,0,0,0,0,0,40,0,1
37562,62,5,56248,2,13,1,6,0,0,0,0,2415,60,0,1
37563,65,0,105252,0,9,1,10,0,0,0,0,0,40,0,1
37564,46,2,168195,8,15,1,3,0,0,0,0,1902,45,0,1
37565,35,0,167735,5,7,0,4,2,0,0,6849,0,40,0,0
37566,50,0,146310,15,5,1,7,0,0,0,0,0,40,0,0
37567,20,0,256504,1,10,0,2,2,0,1,0,0,6,0,0
37568,17,0,121425,5,7,0,1,2,0,1,0,0,16,0,0
37569,33,0,146440,1,10,1,4,0,0,0,0,1740,40,0,0
37571,53,2,98829,2,13,1,3,0,0,0,0,0,50,0,0
37572,47,5,239321,2,13,1,2,0,0,0,0,0,40,0,1
37573,62,5,134768,3,14,1,2,0,0,0,0,0,35,0,0
37574,35,0,556902,0,9,2,5,1,1,0,0,0,40,0,0
37575,27,0,47907,2,13,0,1,1,0,1,0,0,43,0,0
37576,23,0,114357,0,9,0,10,2,0,0,0,0,50,0,0
37577,27,0,189462,3,14,0,3,1,0,1,0,1504,45,0,0
37578,39,0,90646,4,11,2,1,3,0,1,0,0,40,0,0
37579,25,0,232914,2,13,1,1,4,1,1,0,0,38,0,0
37580,24,0,192201,1,10,0,0,1,1,1,0,0,20,0,0
37581,23,0,27776,0,9,1,5,0,0,0,0,0,40,0,0
37582,29,0,137476,2,13,1,3,4,0,1,0,0,35,0,1
37583,30,0,100734,2,13,1,3,4,0,1,0,0,38,0,0
37584,34,0,111746,0,9,3,4,1,0,0,0,0,45,36,0
37585,32,0,184833,11,6,3,4,3,0,1,0,0,40,0,0
37586,18,0,414721,5,7,0,5,2,1,0,0,1602,23,0,0
37587,20,0,151780,4,11,0,2,1,1,1,0,0,35,0,0
37588,38,3,203628,2,13,1,3,0,0,0,0,0,45,0,1
37589,18,0,137363,10,8,0,5,2,0,1,0,0,20,0,0
37590,41,0,172307,15,5,1,4,0,0,0,0,0,40,0,0
37591,21,0,273403,4,11,0,5,1,0,1,0,0,50,0,0
37592,36,3,37931,0,9,1,11,0,0,0,0,0,48,0,1
37593,61,0,97030,1,10,2,5,1,0,1,0,0,30,0,0
37594,30,0,54608,1,10,1,7,0,0,0,0,0,48,0,0
37595,26,0,108542,1,10,1,1,0,0,0,0,0,40,0,1
37596,27,0,253814,2,13,1,10,4,0,1,0,0,40,0,1
37597,45,0,421412,0,9,1,7,0,0,0,0,0,45,0,1
37598,47,0,207140,0,9,2,1,1,0,1,0,0,38,0,0
37599,19,0,138153,1,10,0,1,2,0,1,0,0,10,0,0
37600,29,0,46987,0,9,0,1,1,0,1,0,0,55,0,0
37601,51,5,183173,0,9,1,0,0,0,0,0,0,70,0,1
37602,34,1,229531,13,12,1,3,0,0,0,0,0,60,0,0
37603,42,2,320744,0,9,1,2,0,0,0,3908,0,45,0,0
37604,26,0,257405,12,3,0,6,5,1,0,0,0,40,1,0
37605,20,3,432052,1,10,0,9,1,0,0,0,0,15,0,0
37606,43,0,397280,13,12,0,3,1,0,0,0,0,50,0,1
37607,20,0,38001,1,10,0,5,2,0,1,0,0,20,0,0
37608,27,0,101618,0,9,1,0,0,0,0,0,0,50,0,0
37609,46,4,332727,1,10,1,4,0,0,0,0,0,40,0,1
37610,39,0,115215,0,9,0,8,2,0,0,0,0,40,0,0
37611,33,0,178449,1,10,0,1,1,0,0,0,0,49,0,0
37612,42,0,185267,4,11,1,1,0,0,0,0,0,32,0,0
37613,23,0,410439,0,9,0,1,2,0,0,0,0,25,0,0
37614,29,0,85572,2,13,1,0,4,0,1,0,0,42,0,1
37615,27,0,83517,0,9,0,8,2,0,0,0,0,60,0,0
37616,43,2,194726,0,9,2,4,2,0,0,0,0,35,0,0
37617,23,0,322674,1,10,0,9,1,0,0,0,0,40,0,0
37618,40,1,34540,3,14,2,3,3,0,1,0,0,44,0,0
37619,35,1,211073,1,10,1,11,0,0,0,0,0,61,0,1
37620,30,0,194901,0,9,0,2,5,0,0,0,0,40,0,0
37621,59,0,117059,5,7,1,8,0,4,0,0,0,40,0,0
37622,65,2,78875,1,10,1,0,0,0,0,2290,0,40,0,0
37623,28,0,51461,3,14,1,3,0,0,0,0,0,60,0,0
37624,79,0,266119,2,13,1,2,0,0,0,0,0,40,0,0
37625,43,1,92374,3,14,1,3,4,1,1,0,0,35,0,1
37626,54,0,175262,14,4,1,7,0,0,0,0,0,40,0,0
37627,27,0,208249,0,9,1,9,0,0,0,0,0,62,0,0
37628,30,0,196385,2,13,1,3,0,0,0,15024,0,35,0,1
37630,34,0,146980,0,9,5,5,3,0,1,0,0,65,0,0
37631,18,0,112974,5,7,0,3,5,0,0,0,0,3,0,0
37632,40,2,175943,4,11,1,3,4,0,1,0,1977,15,0,1
37633,28,0,163265,15,5,1,2,0,0,0,4508,0,40,0,0
37634,18,0,210932,0,9,0,1,2,0,1,0,0,40,0,0
37635,46,0,145290,1,10,1,4,0,0,0,0,0,40,0,0
37636,23,0,198992,0,9,0,1,2,0,1,0,0,35,0,0
37638,41,4,36651,3,14,1,0,0,0,0,0,1848,40,0,1
37639,48,0,190072,1,10,2,0,1,0,0,0,0,50,0,1
37640,29,0,49087,2,13,0,3,1,0,0,0,0,50,0,0
37641,41,0,126622,5,7,2,9,3,0,1,0,0,40,0,0
37642,41,0,174189,15,5,3,5,1,0,0,0,0,40,0,0
37643,34,0,118605,13,12,1,3,0,0,0,0,0,55,0,0
37644,49,2,377622,13,12,2,2,1,0,0,0,0,50,0,0
37645,49,0,157272,0,9,3,2,3,0,0,0,0,50,0,0
37646,30,0,78530,0,9,0,9,1,0,0,0,0,40,0,0
37647,28,0,190391,2,13,0,2,1,0,0,0,0,40,0,0
37648,62,3,162678,2,13,1,0,0,0,0,0,0,40,0,0
37649,41,0,103980,1,10,1,3,0,0,0,0,0,52,0,0
37650,20,0,293726,1,10,0,4,1,0,0,0,0,40,0,0
37651,61,0,98350,7,1,5,5,1,2,0,0,0,40,2,0
37652,30,0,207668,2,13,0,10,1,0,0,0,0,60,26,0
37653,29,4,41013,8,15,0,3,1,0,1,0,0,55,0,0
37654,50,0,188186,3,14,2,2,1,0,1,0,1590,45,0,0
37655,44,4,320071,0,9,1,4,0,0,0,0,0,40,0,1
37656,25,0,306908,2,13,1,3,0,0,0,0,0,45,0,1
37657,62,0,167652,4,11,2,2,1,0,1,0,0,40,0,0
37658,57,0,173580,1,10,4,7,3,0,1,0,0,40,0,0
37659,35,0,273612,2,13,0,0,1,0,0,0,0,45,0,0
37660,26,0,195555,2,13,0,2,1,0,1,0,0,40,0,0
37661,60,0,186446,14,4,1,7,4,0,1,0,0,40,0,0
37662,22,0,418405,1,10,1,4,0,0,0,0,0,40,0,0
37664,26,0,183965,0,9,0,4,1,0,0,0,0,40,0,0
37665,26,0,354784,1,10,0,1,2,0,0,0,0,20,0,0
37666,44,0,198096,2,13,1,2,0,0,0,7688,0,40,0,1
37667,32,0,732102,2,13,0,0,1,0,0,0,0,40,0,0
37668,66,2,97847,2,13,1,2,0,0,0,0,0,50,0,0
37669,24,0,196678,7,1,0,7,2,0,1,0,0,30,0,0
37670,19,0,320014,1,10,0,5,2,0,0,0,0,25,0,0
37671,54,5,298215,2,13,1,0,0,0,0,0,0,50,0,1
37672,37,0,295127,0,9,0,7,1,0,0,0,0,40,0,0
37673,38,0,368140,2,13,1,0,0,0,0,0,0,50,0,1
37676,34,0,212163,1,10,1,2,0,0,0,0,0,25,0,0
37677,35,2,108198,0,9,2,4,2,4,0,0,0,15,0,0
37678,42,4,294431,3,14,1,3,0,0,0,0,0,40,0,0
37679,47,4,202560,2,13,1,0,4,0,1,0,0,40,0,1
37680,29,5,266070,2,13,2,3,1,0,1,0,0,80,0,0
37681,34,0,346122,0,9,0,10,1,0,0,0,0,40,0,0
37682,38,5,308686,2,13,1,3,0,0,0,0,0,70,0,1
37683,62,5,236096,0,9,2,0,1,1,0,0,0,40,0,0
37684,35,0,187711,0,9,1,4,0,0,0,0,0,40,0,0
37685,37,0,238959,0,9,1,1,4,0,1,0,0,40,0,0
37686,47,0,93557,0,9,1,6,0,0,0,0,0,40,0,0
37687,37,0,329980,1,10,1,4,0,0,0,0,0,40,0,0
37688,22,0,125010,4,11,0,12,1,0,1,0,0,30,0,0
37689,60,5,90915,5,7,1,8,0,0,0,0,0,40,0,1
37690,31,0,289731,1,10,1,4,0,0,0,0,0,40,0,0
37692,63,0,206052,0,9,1,4,0,0,0,0,0,40,0,0
37693,30,0,191385,5,7,1,7,0,0,0,0,0,40,0,0
37695,40,5,191429,8,15,1,3,0,0,0,15024,0,40,0,1
37696,35,2,199753,1,10,1,5,0,0,0,0,0,60,0,0
37697,50,1,92486,1,10,1,4,0,0,0,0,0,40,0,0
37698,18,0,171088,1,10,0,2,2,0,1,0,0,10,0,0
37699,33,0,112820,4,11,1,11,0,0,0,0,0,40,0,0
37700,59,2,32855,14,4,1,6,0,0,0,0,0,70,0,0
37701,17,0,142964,5,7,0,5,2,0,0,0,0,20,0,0
37702,47,0,89146,0,9,1,8,0,4,0,0,0,40,0,1
37704,26,0,291968,2,13,0,3,1,0,0,0,0,40,0,0
37705,32,1,29235,1,10,1,11,4,0,1,0,0,40,10,1
37706,55,0,238216,0,9,1,4,0,0,0,0,0,40,0,0
37707,36,3,323726,1,10,0,10,3,1,1,0,0,40,0,0
37708,54,0,141663,0,9,1,1,0,0,0,0,0,40,0,1
37710,32,0,118551,3,14,0,0,1,0,1,0,0,45,0,1
37711,52,1,35092,9,16,1,0,0,0,0,0,0,40,0,1
37712,39,0,139703,0,9,5,2,3,1,1,0,0,28,18,0
37713,39,4,206190,0,9,0,0,3,0,1,0,0,45,0,0
37714,59,2,178353,0,9,1,0,0,0,0,0,0,50,0,1
37715,55,4,169133,2,13,2,3,3,0,0,0,0,40,0,0
37716,54,2,103179,0,9,1,8,0,0,0,0,0,60,0,1
37717,31,0,354464,0,9,1,5,0,0,0,0,0,40,0,0
37719,30,0,60426,0,9,1,1,2,4,1,0,0,40,0,0
37720,47,4,98726,2,13,5,0,1,0,1,0,0,40,0,0
37721,31,0,133861,13,12,2,0,1,0,0,0,0,40,0,0
37722,32,2,180303,2,13,2,4,3,2,0,0,0,47,4,0
37723,33,0,221324,4,11,0,7,3,1,1,0,0,40,0,0
37724,31,0,325658,0,9,2,4,3,0,0,0,0,40,0,0
37725,32,0,210562,0,9,1,7,0,0,0,0,0,40,0,0
37726,46,0,152249,0,9,5,5,1,0,0,0,0,35,1,0
37727,29,0,178649,0,9,5,5,1,0,1,0,0,20,10,0
37728,41,3,48997,0,9,1,8,0,1,0,0,0,40,0,0
37729,39,0,243409,0,9,1,0,0,0,0,0,0,60,0,1
37730,34,0,162442,0,9,1,1,4,0,1,0,0,20,0,1
37731,23,0,203078,2,13,0,1,2,1,0,0,0,24,0,0
37732,53,5,155983,3,14,1,2,0,0,0,0,0,65,0,1
37733,45,2,182677,0,9,5,4,1,2,0,0,0,40,38,0
37735,47,0,105381,0,9,2,2,1,0,1,0,0,40,0,0
37737,42,0,210275,3,14,2,10,3,1,1,4687,0,35,0,1
37738,53,0,150980,1,10,1,7,0,0,0,3137,0,40,0,0
37739,38,5,141584,0,9,2,2,3,0,0,0,0,55,0,0
37740,26,0,113571,0,9,0,8,1,0,0,0,0,70,0,0
37741,18,0,154089,5,7,0,9,2,0,0,0,0,20,0,0
37742,43,0,50197,11,6,3,5,1,1,1,0,0,40,0,0
37743,26,0,132572,2,13,0,1,2,1,1,0,0,32,0,0
37744,47,0,238185,2,13,2,1,1,0,1,0,0,40,0,0
37745,26,0,112754,4,11,1,4,0,0,0,0,0,65,0,1
37747,32,3,213389,1,10,2,11,3,0,1,0,1726,38,0,0
37748,48,5,287647,9,16,1,3,0,0,0,7688,0,55,0,1
37749,39,0,150061,3,14,2,0,3,1,1,15020,0,60,0,1
37750,58,5,143266,2,13,1,3,0,0,0,0,0,40,0,0
37751,55,2,68006,14,4,0,5,5,0,1,0,0,60,0,0
37752,40,0,287079,0,9,0,6,1,0,0,0,0,55,0,0
37753,33,0,223212,0,9,2,4,3,0,0,0,0,40,0,0
37754,74,2,173929,9,16,5,3,1,0,0,0,0,25,0,1
37755,49,2,182211,0,9,4,6,1,0,0,0,0,55,0,0
